,sentence,LABEL
3671,chargerjenn glad hear dave better wait tuesday show wednesday morning,1
3672,tallwasp planning going bed invite alas already reading bed,0
3673,good morning,1
3674,want pittsburgh,0
3675,tommcfly maybe invite rest band sleep haha think tired show well goodninght tom,1
3676,sandrarzo haha ill let know head,1
3677,renu brand coffee please send need badly,1
3678,quot know still feel alone quot,0
3679,jenifel aww yes itsneet good updating missed tweets,1
3680,mmitchelldaviss amazing love little show ellen,1
3681,aww iamdiddy wrong smile god bless xoxo,1
3682,tanisharenee proud,1
3683,gave friend excellent advice laughs,1
3684,quot boy trying change life better quot bring,1
3685,much happier rain sun dun like thunder,0
3686,idiot totally forgot tape harper island sunday night,0
3687,sleepinq bitches missinq honey bun munchkin butt,0
3688,zayman think believe never used,1
3689,blevisthename tests okay,0
3690,onihdiwb alivia wrote lol,1
3691,zaga like read really awesome get one contact,1
3692,dkris hello back twitter senior,1
3693,found van sent dealer hope get back week miss odyssey,0
3694,dust gone cruz flint hills killed tire bike,0
3695,melting pot happy hour yumm hope get bad gas cheese beer lol,1
3696,monday blues,0
3697,superuber cowbell stayed bag whole bonnaroo fail,0
3698,allenbenjamin gonna around summer let try,1
3699,radioplay yay fave dmb,1
3700,wanna traitor humanity anything one whole world isnt liking heat,0
3701,ashdonaldson look plonk opp hoping sophystar nice spare room cumberland need,1
3702,huwstephens mne twitter useful,1
3703,seb day seb day seb day seb day seb day seb day seb day seb day seb day seb day seb day seb day seb day seb day,1
3704,baby got back,1
3705,stiiilllll ill,0
3706,someone broke car last night broke side window,0
3707,keeps fair,1
3708,mahogany would feel asleep,0
3709,another late night time researching dissertation topics think one friday,0
3710,dexterouslady next best thing bored bored able share people twitter,1
3711,time head back home business done,0
3712,gutted prison break ending,0
3713,sad playlists fit baby needed new ipod longest time one actually holds songs,0
3714,going church toni,1
3715,twitpic comes handy,1
3716,hahaha love quot soup quot great,1
3717,dude cant get money back ticket even sell ill send money gutted cant,0
3718,going take dog yogi liitle walk sunbath back garden till get ready work day planned,1
3719,looks like someone case mondays back work,0
3720,dekkerd haha maybe fabulous,1
3721,serious hahahaaa,1
3722,get big things coming missing tweeps come stay posted,1
3723,cant wait daily show tonight,1
3724,steveplunkett hey need car address,1
3725,saschaillyvich guess means beta read either stories huh,0
3726,everyone amp lovely doctors ever look like telly,0
3727,love music much gone pain play sides fingers peeling blisters playing much,0
3728,themacgirl place like sing old home feel better,1
3729,flight back tonight aka flight back work best vacation far,1
3730,bank woo woo love working friday nights workign morning,1
3731,omg holidays already missin guys hugs,1
3732,carmaki missed zombie walk always next year though right,0
3733,happy mother day mothers mothers mom getting special gift today,1
3734,heart sad rob,0
3735,pure soft,1
3736,themovies hope really cut guy sits,1
3737,hccmorrisville vegas men retreat great idea,1
3738,dreads going back sch next long days ahead daily,0
3739,catrocketship ball chain shrew partner governor apply,1
3740,lisaherrity fan feffing tastic amazing show full circus acts well pics follow vids old youtube,1
3741,hope dot die eastenders,0
3742,almost followers two twiparty,1
3743,hayfever sufferers feel pain today good day lol,0
3744,spilled amp everywhere,0
3745,julio lost title poophead,1
3746,misspear hear sleep either fucking sun,0
3747,lucy joy unreal haha would love definately vixens,1
3748,offiicially broke,0
3749,mazziez easy,0
3750,workin election driving round checking judges eqip sick much fun healthy,0
3751,dragonflylsu yay payday looking sushi menu dinner way home,1
3752,jasmine pie jazzyyyyyy miss xox,0
3753,already used mybbworld make bbworld itinerary check lots updates week always happens month event,1
3754,markhundley dclew toddbrink morning glad well think fun news next quot tweet quot,1
3755,thelindalam emails used schoolwork personal info stuff use myspace facebook,1
3756,rolando haha gatorade sounds good right serve gym today,0
3757,freakgoddess achcha saw movie hows remember delving religious reading vinci code lots learn,1
3758,interesting article amp links christianpf make money blog,1
3759,sleep law readings tom econ tom attending wedding anniv celebrations,1
3760,inaperfectworld everything would awesome people mean freaks,0
3761,found new wasabi pea pusher habit big bags,1
3762,new computer arrived,1
3763,got new haircut,1
3764,iamrockpit sorry,0
3765,back hurts need massage,0
3766,sos jonas brothers old song great song,1
3767,reiko left back saturday miss youu best,0
3768,davidgallant let see get,1
3769,aah frack lost rubber tips headfones commute gonna suck,0
3770,time work,0
3771,assante lovedwoman amp indiashawn feel left good ole idehea gonna get dat ass beat dis train,0
3772,stanmorerob well done easy thing get easier easier easier maybe tension eurovision,1
3773,troymcdonald newsletter yet maybe future shall keep mind,1
3774,johncmayer polyester protester quester semester sequester hope helps,1
3775,livintherezlife hey hey showin luv,1
3776,crypticzinc already irc gamesurge lol poke head time time,1
3777,chriscornell thanks much concert bochum shook hand twice amp pointed knew recognized thanks much,1
3778,omg really feel lonely,0
3779,nancyleegrahn good answers thanks taking time answer questions think rocks enjoy jack,1
3780,veinsworld thanks following,1
3781,paddypower giving odds election end june looking like good bet,1
3782,another thing sleep soon sure give ideas cuz love fun,1
3783,kingfoe failed body guard sorry great thanks buddy,0
3784,going gran canaria tomorow due repeat exam bad times lol,0
3785,mikemoseng hahaha occasionally computer types backwards reason baffling,1
3786,ughhh twiril nothing compared tweetdeck least shut like tweetdeck fun weekend goodnight,1
3787,going another fatty like hopefully ill see cali days hes upset,0
3788,didnt read cuz felt yucky yogut made made feel yucky damn teeth dont know eat,0
3789,kelownagurl course teasing,1
3790,herbonestrcture meet soon talk stuff officially discharged text phones dead,0
3791,sarcasticluther going mate wedding mississippi great yeah bummer hey,0
3792,thanks twitter app suggestions,1
3793,sarah emilyy bandits,1
3794,jodieharsh really really really want one else know going obviously peasant quarters haha,0
3795,lovely london awesome lol sleep much school work tomorrow bleh,0
3796,mileycyrus thousand followers feel,0
3797,sweetdanigirl yea still tossing idea around real name people keep confusing,1
3798,jennlaskey palm springs must missed,0
3799,working late office jammin lady gaga,1
3800,mcrfash mcr fans helped,1
3801,also got psittacosis right since psittacine,1
3802,haha hate happens,1
3803,asiabrands thanks really like quote always remember also msn nick,1
3804,itsmyeyes get updating lady status update tell said quot quot,1
3805,exams left finish summer,1
3806,loonia oldie seen look young,0
3807,kswick hada real phone username would automatically come afta type first time,1
3808,dawniecahill awww haha guy jenny kept seeing hes hillarious idk tatts yeah like wee security,0
3809,accident vehicle road shoulder traffic easing,1
3810,ladyshamble nope opened dallas yet hearing good things though,0
3811,uploading pictures video members,1
3812,still love idea sporking eyeballs men today happy day get see best friends graduate,1
3813,whole iphoto face recodnition doesnt work advertized,0
3814,dropped camera outside last nite didnt know missin till mornin glad insurance soaked,0
3815,angelbysea rip nike chip barely got know,0
3816,cupcakes anyone,1
3817,could seriously scare shit pregnant buddy emmalina right baby born,1
3818,nicest day outside see cracks ceiling,1
3819,idlesi delighted give home,1
3820,mari ordered getting mail tomorrow seee twitter happy,1
3821,eblondie know heartless souls,0
3822,trendscaping check check yes,1
3823,itxi itx maw great conversation else might sheets act love,1
3824,caden made daddy bad true well,0
3825,dont want start studying today,0
3826,pennyash upset time ending best thing ever happened,1
3827,rogue leader hear much good,0
3828,exocetau corona listening cafe del mar,1
3829,reason iphone speaking auto corrections mail else even though assistance functions turned,0
3830,going sailing,1
3831,watchin awesome drifting vids,1
3832,away apply highers another option,1
3833,silverlines good morning hope either cold fever ruin monday,1
3834,peterfacinelli ohh heard tht david carradine died watching news last night thts sad,0
3835,please bring fairly regular updates like new guns maps free please,1
3836,davidarchie hey love episode mins awesome loved,0
3837,sherryhorror omg know thats bangs pretty much gone melted,0
3838,danyelldamaged ahhh clever creedon mother,1
3839,money honey,1
3840,vamp queen hey going see,1
3841,friday love,1
3842,night twitter world back work tom,0
3843,newps lol thing left appartement would like take parents want,0
3844,boogaloo awful felt dick everyone pointing laughing never felt silly sausage,0
3845,nevermind sonic open accepting job applications bright side chapter convention awesome,0
3846,blackkat hai pretty ladeh,1
3847,trying get used twitter cold,0
3848,bom dia twitters dia uahauha,1
3849,sad awkwardness,0
3850,ahmedworld thanks ahmed never less,1
3851,cindayy catchy wait new album wish show,0
3852,blew balloon tasted smelt like burnt rubber fricken headache,0
3853,brianmcnugget ballads much better,1
3854,gloomy day,0
3855,going bed back till sunday night hope everyone amazing weekend love twitterworld peace,1
3856,barracuda happy day makes older months however look like year olds still,1
